,用户ID (User ID),用户行为 (User behaviour),博主ID (Blogger ID),时间 (Time),当前博主观看数,当前博主点赞数,当前博主评论数,当前博主关注数,当前博主互动数
1405441,U48420,1,B18,2024-07-17 16:22:33,27289,15785,4249,1031,48354
1411110,U48420,2,B53,2024-07-17 16:43:46,2450,1552,632,187,4821
1411114,U48420,1,B53,2024-07-17 16:43:46,2451,1552,632,187,4822
1418089,U16,1,B4,2024-07-17 17:12:13,26078,13630,5465,1525,46698
1418091,U16,2,B4,2024-07-17 17:12:13,26078,13631,5465,1525,46699
1418689,U16,1,B2,2024-07-17 17:15:22,26120,13755,5099,1313,46287
1424812,U48420,1,B2,2024-07-17 17:47:14,26269,13842,5131,1323,46565
1424814,U48420,2,B2,2024-07-17 17:47:14,26269,13843,5131,1323,46566
1425047,U48420,1,B5,2024-07-17 17:48:20,67906,44433,12619,2919,127877
1425050,U48420,3,B5,2024-07-17 17:48:20,67906,44433,12620,2919,127878
1425227,U48420,1,B60,2024-07-17 17:49:07,30994,12292,7292,1518,52096
1425906,U16,1,B23,2024-07-17 17:52:42,23038,13146,3809,1363,41356
1425907,U16,2,B23,2024-07-17 17:52:42,23038,13147,3809,1363,41357
1425908,U16,3,B23,2024-07-17 17:52:42,23038,13147,3810,1363,41358
1426042,U16,1,B24,2024-07-17 17:53:31,18978,10964,3592,901,34435
1428157,U16,2,B7,2024-07-17 18:04:19,24995,14818,4842,1403,46058
1428160,U16,1,B7,2024-07-17 18:04:19,24996,14818,4842,1403,46059
1432256,U48420,1,B19,2024-07-17 18:21:11,23564,14618,4361,1002,43545
1432257,U48420,3,B19,2024-07-17 18:21:11,23564,14618,4362,1002,43546
1450137,U48420,2,B7,2024-07-17 19:47:29,25366,15071,4920,1428,46785
1450139,U48420,1,B7,2024-07-17 19:47:29,25367,15071,4920,1428,46786
1450501,U48420,1,B8,2024-07-17 19:49:26,11562,8012,1994,729,22297
1450502,U48420,2,B8,2024-07-17 19:49:26,11562,8013,1994,729,22298
1450722,U48420,1,B3,2024-07-17 19:50:35,24900,13921,4260,1514,44595
1456182,U9,1,B3,2024-07-17 20:14:34,25021,14006,4274,1521,44822
1456183,U9,3,B3,2024-07-17 20:14:34,25021,14006,4275,1521,44823
1456335,U48420,1,B21,2024-07-17 20:15:20,69330,39578,14401,2874,126183
1456336,U48420,2,B21,2024-07-17 20:15:20,69330,39579,14401,2874,126184
1456337,U48420,3,B21,2024-07-17 20:15:20,69330,39579,14402,2874,126185
1456575,U48420,1,B15,2024-07-17 20:16:16,51707,26839,11594,2198,92338
1456576,U48420,2,B15,2024-07-17 20:16:16,51707,26840,11594,2198,92339
1458391,U48420,3,B72,2024-07-17 20:23:35,17055,8293,2486,1040,28874
1458395,U48420,1,B72,2024-07-17 20:23:35,17056,8293,2486,1040,28875
1458984,U22405,3,B43,2024-07-17 20:26:07,9811,7002,2382,381,19576
1458986,U22405,1,B43,2024-07-17 20:26:07,9812,7002,2382,381,19577
1459025,U16,1,B24,2024-07-17 20:26:19,19429,11240,3646,915,35230
1459026,U16,2,B24,2024-07-17 20:26:19,19429,11241,3646,915,35231
1459175,U22405,2,B52,2024-07-17 20:27:10,13470,9602,3339,403,26814
1459176,U22405,1,B52,2024-07-17 20:27:10,13471,9602,3339,403,26815
1459367,U22405,2,B42,2024-07-17 20:28:06,14052,9192,3774,385,27403
1459368,U22405,1,B42,2024-07-17 20:28:06,14053,9192,3774,385,27404
1459497,U22405,2,B47,2024-07-17 20:28:46,18660,13508,4660,489,37317
1459499,U22405,1,B47,2024-07-17 20:28:46,18661,13508,4660,489,37318
1459771,U22405,3,B44,2024-07-17 20:30:09,19423,11898,4867,1041,37229
1459773,U22405,1,B44,2024-07-17 20:30:09,19424,11898,4867,1041,37230
1459870,U22405,1,B59,2024-07-17 20:30:47,22606,15679,6076,708,45069
1459872,U22405,2,B59,2024-07-17 20:30:47,22606,15680,6076,708,45070
1459948,U16,1,B13,2024-07-17 20:31:24,30296,17442,5686,1788,55212
1459949,U16,2,B13,2024-07-17 20:31:24,30296,17443,5686,1788,55213
1460028,U22405,1,B45,2024-07-17 20:31:50,19094,13209,4910,757,37970
1460033,U22405,2,B45,2024-07-17 20:31:50,19094,13210,4910,757,37971
1462315,U16,4,B8,2024-07-17 20:44:02,11667,8083,2012,733,22495
1462316,U16,1,B8,2024-07-17 20:44:02,11668,8083,2012,733,22496
1464139,U9,1,B12,2024-07-17 20:54:28,22518,11065,3959,1325,38867
1465447,U16,3,B4,2024-07-17 21:02:57,27097,14162,5649,1596,48504
1465448,U16,1,B4,2024-07-17 21:02:57,27098,14162,5649,1596,48505
1466070,U16,1,B23,2024-07-17 21:06:52,23695,13519,3910,1406,42530
1466071,U16,3,B23,2024-07-17 21:06:52,23695,13519,3911,1406,42531
1496732,U9,1,B13,2024-07-17 23:35:52,31138,17926,5825,1843,56732
1496733,U9,3,B13,2024-07-17 23:35:52,31138,17926,5826,1843,56733
1497342,U48420,1,B3,2024-07-17 23:38:29,25847,14500,4412,1572,46331
1497912,U48420,2,B2,2024-07-17 23:40:48,27764,14684,5408,1398,49254
1497918,U48420,1,B2,2024-07-17 23:40:48,27765,14684,5408,1398,49255
1498114,U48420,1,B5,2024-07-17 23:41:32,71463,47065,13227,3052,134807
1498116,U48420,2,B5,2024-07-17 23:41:32,71463,47066,13227,3052,134808
1498688,U9,1,B68,2024-07-17 23:43:35,5378,2086,1193,428,9085
1499235,U48420,3,B60,2024-07-17 23:45:27,33738,13340,8032,1643,56753
1499243,U48420,1,B60,2024-07-17 23:45:27,33739,13340,8032,1643,56754
1499244,U48420,2,B60,2024-07-17 23:45:27,33739,13341,8032,1643,56755
1499349,U48420,1,B21,2024-07-17 23:45:47,71460,40943,14792,2961,130156
1499350,U48420,2,B21,2024-07-17 23:45:47,71460,40944,14792,2961,130157
1499632,U48420,2,B15,2024-07-17 23:46:46,53255,27616,11913,2252,95036
1499634,U48420,1,B15,2024-07-17 23:46:46,53256,27616,11913,2252,95037
1500265,U9,1,B3,2024-07-17 23:49:11,25926,14541,4419,1576,46462
1500719,U9,2,B6,2024-07-17 23:50:55,12772,6897,1932,764,22365
1500720,U9,1,B6,2024-07-17 23:50:55,12773,6897,1932,764,22366
1503680,U48420,1,B72,2024-07-18 00:03:42,17607,8567,2585,1093,29852
1503681,U48420,2,B72,2024-07-18 00:03:42,17607,8568,2585,1093,29853
1503682,U48420,3,B72,2024-07-18 00:03:42,17607,8568,2586,1093,29854
1504210,U48420,1,B13,2024-07-18 00:05:50,31290,18026,5850,1851,57017
1504811,U9,2,B8,2024-07-18 00:08:31,12098,8367,2065,752,23282
1504812,U9,1,B8,2024-07-18 00:08:31,12099,8367,2065,752,23283
1505169,U48420,1,B7,2024-07-18 00:09:54,26444,15736,5101,1477,48758
1505173,U48420,2,B7,2024-07-18 00:09:54,26444,15737,5101,1477,48759
1505530,U48420,1,B27,2024-07-18 00:11:32,10410,5760,2021,680,18871
1505531,U48420,2,B27,2024-07-18 00:11:32,10410,5761,2021,680,18872
1523072,U48420,3,B5,2024-07-18 01:20:20,72568,47829,13455,3094,136946
1523073,U48420,1,B5,2024-07-18 01:20:20,72569,47829,13455,3094,136947
1523299,U48420,1,B2,2024-07-18 01:20:59,28238,14906,5516,1424,50084
1523777,U48420,1,B3,2024-07-18 01:22:19,26289,14750,4471,1597,47107
1523781,U48420,2,B3,2024-07-18 01:22:19,26289,14751,4471,1597,47108
1524078,U48420,1,B6,2024-07-18 01:23:04,13057,7070,1976,778,22881
1538655,U48420,1,B3,2024-07-18 02:07:07,26497,14906,4494,1605,47502
1540307,U48420,2,B2,2024-07-18 02:10:55,28541,15074,5599,1434,50648
1540308,U48420,1,B2,2024-07-18 02:10:55,28542,15074,5599,1434,50649
1540649,U48420,1,B5,2024-07-18 02:11:49,73346,48263,13771,3170,138550
1540651,U48420,2,B5,2024-07-18 02:11:49,73346,48264,13771,3170,138551
1543815,U48420,4,B20,2024-07-18 02:20:20,25429,16268,6120,1342,49159
1543817,U48420,1,B20,2024-07-18 02:20:20,25430,16268,6120,1342,49160
1544019,U48420,2,B18,2024-07-18 02:20:59,29973,17366,4841,1160,53340
1544020,U48420,1,B18,2024-07-18 02:20:59,29974,17366,4841,1160,53341
1544768,U48420,3,B19,2024-07-18 02:23:19,25225,15753,4630,1079,46687
1544769,U48420,1,B19,2024-07-18 02:23:19,25226,15753,4630,1079,46688
1546713,U48420,1,B26,2024-07-18 02:29:15,11779,5123,2031,801,19734
1546715,U48420,2,B26,2024-07-18 02:29:15,11779,5124,2031,801,19735
1546719,U48420,3,B26,2024-07-18 02:29:15,11779,5124,2032,801,19736
1590068,U48420,1,B7,2024-07-18 05:54:06,27977,16634,5478,1606,51695
1591080,U48420,2,B8,2024-07-18 06:01:35,12892,8915,2229,795,24831
1591081,U48420,1,B8,2024-07-18 06:01:35,12893,8915,2229,795,24832
1591084,U48420,3,B8,2024-07-18 06:01:35,12894,8915,2231,795,24835
1591698,U48420,1,B2,2024-07-18 06:06:17,29407,15534,5794,1487,52222
1591699,U48420,2,B2,2024-07-18 06:06:17,29407,15535,5794,1487,52223
1591813,U48420,1,B5,2024-07-18 06:07:05,75787,49882,14384,3324,143377
1591815,U48420,2,B5,2024-07-18 06:07:05,75787,49883,14384,3324,143378
1593629,U48420,1,B6,2024-07-18 06:22:03,13646,7380,2067,806,23899
1632982,U48420,1,B13,2024-07-18 16:11:26,34097,19631,6414,2035,62177
1632988,U48420,2,B13,2024-07-18 16:11:26,34097,19632,6414,2035,62178
1634172,U48420,2,B8,2024-07-18 16:15:38,13157,9023,2259,806,25245
1634173,U48420,1,B8,2024-07-18 16:15:38,13158,9023,2259,806,25246
1634411,U48420,1,B3,2024-07-18 16:16:27,28556,16096,4786,1677,51115
1636934,U48420,1,B26,2024-07-18 16:26:06,12607,5487,2168,840,21102
1636935,U48420,2,B26,2024-07-18 16:26:06,12607,5488,2168,840,21103
1637443,U48420,1,B19,2024-07-18 16:27:56,26897,16799,4930,1152,49778
1637444,U48420,2,B19,2024-07-18 16:27:56,26897,16800,4930,1152,49779
1645888,U48420,1,B60,2024-07-18 17:01:21,38292,14978,9095,1867,64232
1645889,U48420,3,B60,2024-07-18 17:01:21,38292,14978,9096,1867,64233
1645977,U48420,1,B21,2024-07-18 17:01:41,78513,45221,16253,3296,143283
1645979,U48420,2,B21,2024-07-18 17:01:41,78514,45222,16253,3296,143285
1647385,U48420,1,B13,2024-07-18 17:06:57,34372,19805,6462,2048,62687
1647388,U48420,2,B13,2024-07-18 17:06:57,34372,19806,6462,2048,62688
1653335,U48420,1,B72,2024-07-18 17:30:11,19200,9328,2846,1194,32568
1653336,U48420,2,B72,2024-07-18 17:30:11,19200,9329,2846,1194,32569
1653337,U48420,4,B72,2024-07-18 17:30:11,19200,9329,2846,1195,32570
1655174,U48420,1,B23,2024-07-18 17:37:52,26662,15145,4466,1607,47880
1655175,U48420,2,B23,2024-07-18 17:37:52,26662,15146,4466,1607,47881
1672320,U9,1,B13,2024-07-18 18:50:04,34918,20149,6568,2096,63731
1673229,U9,1,B8,2024-07-18 18:54:10,13496,9300,2312,828,25936
1673234,U9,2,B8,2024-07-18 18:54:10,13496,9301,2312,828,25937
1677358,U9,2,B72,2024-07-18 19:13:30,19438,9470,2895,1218,33021
1677359,U9,1,B72,2024-07-18 19:13:30,19439,9470,2895,1218,33022
1683410,U9,1,B76,2024-07-18 19:40:16,18181,10454,2702,1169,32506
1689653,U9,2,B24,2024-07-18 20:08:27,22321,12988,4274,1140,40723
1689654,U9,3,B24,2024-07-18 20:08:27,22321,12988,4275,1140,40724
1689655,U9,1,B24,2024-07-18 20:08:27,22322,12988,4275,1140,40725
1689886,U48420,1,B76,2024-07-18 20:09:35,18265,10503,2715,1173,32656
1689888,U48420,4,B76,2024-07-18 20:09:35,18265,10503,2715,1174,32657
1690038,U48420,1,B4,2024-07-18 20:10:10,31233,16244,6474,1824,55775
1690475,U9,1,B4,2024-07-18 20:12:11,31242,16252,6474,1824,55792
1691274,U48420,2,B21,2024-07-18 20:15:37,80716,46805,16654,3422,147597
1691275,U48420,1,B21,2024-07-18 20:15:37,80717,46805,16654,3422,147598
1692299,U48420,1,B3,2024-07-18 20:20:29,29662,16850,4998,1739,53249
1693578,U9,3,B2,2024-07-18 20:27:40,31262,16436,6122,1590,55410
1693579,U9,1,B2,2024-07-18 20:27:40,31263,16436,6122,1590,55411
1696460,U48420,1,B5,2024-07-18 20:48:55,80929,53542,15154,3528,153153
1696462,U48420,2,B5,2024-07-18 20:48:55,80929,53543,15154,3528,153154
1696811,U48420,1,B60,2024-07-18 20:50:57,40313,15728,9642,1975,67658
1696812,U48420,3,B60,2024-07-18 20:50:57,40313,15728,9643,1975,67659
1696879,U48420,1,B21,2024-07-18 20:51:23,81018,46982,16701,3432,148133
1696881,U48420,2,B21,2024-07-18 20:51:23,81018,46983,16701,3432,148134
1697683,U48420,1,B13,2024-07-18 20:55:51,35493,20514,6654,2121,64782
1701828,U48420,1,B2,2024-07-18 21:18:45,31451,16534,6166,1601,55752
1703687,U48420,2,B20,2024-07-18 21:30:25,28067,17877,6701,1567,54212
1703688,U48420,1,B20,2024-07-18 21:30:25,28068,17877,6701,1567,54213
1703878,U9,3,B23,2024-07-18 21:31:33,27382,15567,4598,1640,49187
1703879,U9,1,B23,2024-07-18 21:31:33,27383,15567,4598,1640,49188
1703907,U48420,1,B18,2024-07-18 21:31:46,33331,19380,5478,1325,59514
1703910,U48420,3,B18,2024-07-18 21:31:46,33331,19380,5479,1325,59515
1704041,U9,2,B24,2024-07-18 21:32:28,22540,13122,4302,1147,41111
1704042,U9,1,B24,2024-07-18 21:32:28,22541,13122,4302,1147,41112
1704060,U48420,1,B19,2024-07-18 21:32:36,27848,17412,5006,1201,51467
1707938,U9,3,B8,2024-07-18 21:53:54,13856,9559,2365,846,26626
1707939,U9,1,B8,2024-07-18 21:53:54,13857,9559,2365,846,26627
1708250,U9,2,B3,2024-07-18 21:55:30,30027,17072,5040,1751,53890
1708251,U9,1,B3,2024-07-18 21:55:30,30028,17072,5040,1751,53891
1715515,U9,1,B12,2024-07-18 22:33:54,26548,13011,4749,1593,45901
1715955,U9,1,B4,2024-07-18 22:35:59,31739,16488,6542,1848,56617
1720772,U9,1,B3,2024-07-18 23:02:53,30309,17275,5085,1769,54438
1720774,U9,4,B3,2024-07-18 23:02:53,30309,17275,5085,1770,54439
1721514,U9,1,B7,2024-07-18 23:06:57,30262,17998,5871,1769,55900
1721825,U9,1,B13,2024-07-18 23:08:36,36071,20870,6776,2173,65890
1722924,U9,3,B72,2024-07-18 23:14:49,20029,9770,2999,1259,34057
1722928,U9,1,B72,2024-07-18 23:14:49,20030,9770,2999,1259,34058
1725856,U48420,1,B3,2024-07-18 23:30:46,30411,17340,5097,1775,54623
1726624,U48420,1,B21,2024-07-18 23:34:47,82450,47898,17005,3502,150855
1726806,U48420,1,B15,2024-07-18 23:35:36,61336,31739,13991,2640,109706
1728660,U48420,1,B24,2024-07-18 23:45:32,22894,13335,4347,1159,41735
1728662,U48420,3,B24,2024-07-18 23:45:32,22894,13335,4348,1159,41736
1728663,U48420,2,B24,2024-07-18 23:45:32,22894,13336,4348,1159,41737
1728857,U48420,1,B23,2024-07-18 23:46:23,27788,15795,4667,1670,49920
1733748,U48420,1,B53,2024-07-19 00:11:27,3083,1924,814,247,6068
1733749,U48420,2,B53,2024-07-19 00:11:27,3083,1925,814,247,6069
1766344,U9,3,B6,2024-07-19 02:13:24,14175,7629,2155,845,24804
1766345,U9,2,B6,2024-07-19 02:13:24,14175,7630,2155,845,24805
1766348,U9,1,B6,2024-07-19 02:13:24,14176,7630,2155,845,24806
1766960,U22405,1,B59,2024-07-19 02:15:40,27382,19092,7297,928,54699
1766962,U22405,2,B59,2024-07-19 02:15:40,27382,19093,7297,928,54700
1767138,U22405,2,B44,2024-07-19 02:16:20,23761,14806,5815,1239,45621
1767139,U22405,1,B44,2024-07-19 02:16:20,23762,14806,5815,1239,45622
1767260,U22405,2,B47,2024-07-19 02:16:49,22800,16756,5442,576,45574
1767261,U22405,1,B47,2024-07-19 02:16:49,22801,16756,5442,576,45575
1767450,U22405,1,B42,2024-07-19 02:17:23,17156,11270,4630,463,33519
1767671,U22405,1,B52,2024-07-19 02:18:12,16680,11812,4208,523,33223
1767672,U22405,2,B52,2024-07-19 02:18:12,16680,11813,4208,523,33224
1768047,U22405,1,B43,2024-07-19 02:19:26,11938,8500,2946,477,23861
1768048,U22405,3,B43,2024-07-19 02:19:26,11938,8500,2947,477,23862
1768698,U22405,3,B46,2024-07-19 02:21:39,7273,5137,1964,204,14578
1768703,U22405,1,B46,2024-07-19 02:21:39,7274,5137,1964,204,14579
1772124,U48420,1,B6,2024-07-19 02:35:02,14241,7668,2169,850,24928
1775181,U48420,2,B27,2024-07-19 02:47:17,11616,6531,2255,777,21179
1775183,U48420,1,B27,2024-07-19 02:47:17,11617,6531,2255,777,21180
1776048,U48420,1,B13,2024-07-19 02:51:06,37295,21604,7032,2236,68167
1776709,U48420,1,B12,2024-07-19 02:53:58,27499,13560,4937,1676,47672
1776713,U48420,2,B12,2024-07-19 02:53:58,27499,13561,4937,1676,47673
1780181,U48420,2,B7,2024-07-19 03:08:17,31341,18689,6081,1835,57946
1780182,U48420,1,B7,2024-07-19 03:08:17,31342,18689,6081,1835,57947
1821352,U48420,1,B7,2024-07-19 08:26:05,32044,19119,6187,1868,59218
1821353,U48420,2,B7,2024-07-19 08:26:05,32044,19120,6187,1868,59219
1821459,U48420,2,B21,2024-07-19 08:28:55,86846,50593,17968,3692,159099
1821460,U48420,1,B21,2024-07-19 08:28:55,86847,50593,17968,3692,159100
1821505,U48420,1,B60,2024-07-19 08:29:50,44560,17406,10688,2154,74808
1821506,U48420,2,B60,2024-07-19 08:29:50,44560,17407,10688,2154,74809
1821539,U48420,2,B5,2024-07-19 08:30:24,86820,57723,16177,3751,164471
1821540,U48420,1,B5,2024-07-19 08:30:24,86821,57723,16177,3751,164472
1821595,U48420,1,B2,2024-07-19 08:31:57,33653,17685,6625,1709,59672
1821596,U48420,2,B2,2024-07-19 08:31:57,33653,17686,6625,1709,59673
1826173,U48420,1,B2,2024-07-19 11:57:33,33779,17722,6638,1714,59853
1826191,U48420,2,B3,2024-07-19 11:59:04,32831,18707,5383,1859,58780
1826192,U48420,1,B3,2024-07-19 11:59:04,32832,18707,5383,1859,58781
1826508,U48420,1,B27,2024-07-19 12:20:54,11955,6706,2338,806,21805
1826509,U48420,4,B27,2024-07-19 12:20:54,11955,6706,2338,807,21806
1826820,U48420,1,B26,2024-07-19 12:41:51,14090,6173,2462,958,23683
1826821,U48420,3,B26,2024-07-19 12:41:51,14090,6173,2463,958,23684
1826827,U48420,1,B19,2024-07-19 12:43:14,29899,18755,5356,1296,55306
1828520,U48420,1,B3,2024-07-19 13:36:32,32891,18726,5390,1861,58868
1828725,U48420,1,B21,2024-07-19 13:39:26,87247,50773,18001,3702,159723
1828775,U48420,1,B15,2024-07-19 13:40:08,64871,33599,14798,2774,116042
1829655,U48420,1,B35,2024-07-19 13:51:04,10402,7628,2338,424,20792
1829656,U48420,2,B35,2024-07-19 13:51:04,10402,7629,2338,424,20793
1841214,U48420,1,B17,2024-07-19 15:10:35,19000,13688,4605,806,38099
1841215,U48420,2,B17,2024-07-19 15:10:35,19000,13689,4605,806,38100
1845057,U48420,2,B27,2024-07-19 15:28:17,12126,6781,2351,812,22070
1845058,U48420,1,B27,2024-07-19 15:28:17,12127,6781,2351,812,22071
1848020,U48420,2,B6,2024-07-19 15:40:18,14897,7968,2256,890,26011
1848021,U48420,1,B6,2024-07-19 15:40:18,14898,7968,2256,890,26012
1848126,U48420,1,B3,2024-07-19 15:40:37,33400,18879,5422,1875,59576
1849291,U48420,1,B21,2024-07-19 15:45:12,88177,51331,18100,3722,161330
1851979,U48420,1,B15,2024-07-19 15:55:24,65558,33900,14919,2790,117167
1851980,U48420,2,B15,2024-07-19 15:55:24,65558,33901,14919,2790,117168
1851984,U48420,3,B15,2024-07-19 15:55:24,65558,33901,14920,2790,117169
1851986,U48420,4,B15,2024-07-19 15:55:24,65558,33901,14920,2791,117170
1863716,U48420,2,B19,2024-07-19 16:39:41,30387,19075,5420,1308,56190
1863718,U48420,1,B19,2024-07-19 16:39:41,30388,19075,5420,1308,56191
1864498,U22405,2,B43,2024-07-19 16:42:37,12715,9034,3156,507,25412
1864500,U22405,1,B43,2024-07-19 16:42:37,12716,9034,3156,507,25413
1864709,U22405,2,B52,2024-07-19 16:43:20,17696,12534,4460,546,35236
1864715,U22405,1,B52,2024-07-19 16:43:20,17697,12534,4460,546,35237
1864922,U22405,1,B42,2024-07-19 16:44:10,18067,11870,4874,491,35302
1864923,U22405,2,B42,2024-07-19 16:44:10,18067,11871,4874,491,35303
1865106,U22405,2,B47,2024-07-19 16:44:47,23970,17540,5814,613,47937
1865108,U22405,1,B47,2024-07-19 16:44:47,23971,17540,5814,613,47938
1865207,U22405,1,B44,2024-07-19 16:45:16,25081,15602,6135,1305,48123
1865383,U22405,2,B59,2024-07-19 16:45:51,28976,20347,7591,954,57868
1865384,U22405,1,B59,2024-07-19 16:45:51,28977,20347,7591,954,57869
1865400,U48420,1,B22,2024-07-19 16:45:54,3227,1601,601,301,5730
1865401,U48420,3,B22,2024-07-19 16:45:54,3227,1601,602,301,5731
1865779,U22405,2,B45,2024-07-19 16:47:11,24578,16934,6390,1038,48940
1865781,U22405,1,B45,2024-07-19 16:47:11,24579,16934,6390,1038,48941
1867977,U48420,1,B34,2024-07-19 16:54:47,12715,6229,2481,974,22399
1867978,U48420,2,B34,2024-07-19 16:54:47,12715,6230,2481,974,22400
1868558,U48420,2,B24,2024-07-19 16:56:58,24617,14350,4626,1237,44830
1868562,U48420,1,B24,2024-07-19 16:56:58,24618,14350,4626,1237,44831
1869540,U48420,1,B23,2024-07-19 17:00:50,29887,16909,4979,1776,53551
1869541,U48420,3,B23,2024-07-19 17:00:50,29887,16909,4980,1776,53552
1870242,U48420,2,B4,2024-07-19 17:03:33,34537,17847,6984,1972,61340
1870249,U48420,1,B4,2024-07-19 17:03:33,34539,17848,6984,1972,61343
1923172,U48420,1,B60,2024-07-19 20:43:18,47794,18496,11542,2307,80139
1923173,U48420,3,B60,2024-07-19 20:43:18,47794,18496,11543,2307,80140
1923238,U48420,1,B21,2024-07-19 20:43:42,91360,53374,18717,3845,167296
1923240,U48420,2,B21,2024-07-19 20:43:42,91360,53375,18717,3845,167297
1923439,U48420,1,B15,2024-07-19 20:45:16,67750,35005,15410,2871,121036
1923440,U48420,2,B15,2024-07-19 20:45:16,67750,35006,15410,2871,121037
1925264,U48420,2,B8,2024-07-19 20:54:58,15817,10874,2645,962,30298
1925266,U48420,1,B8,2024-07-19 20:54:58,15818,10874,2645,962,30299
1925522,U48420,1,B3,2024-07-19 20:56:07,35360,19863,5584,1944,62751
1925739,U48420,1,B6,2024-07-19 20:56:58,15920,8462,2389,959,27730
1938311,U48420,2,B13,2024-07-19 21:53:11,40579,23512,7535,2385,74011
1938312,U48420,4,B13,2024-07-19 21:53:11,40579,23512,7535,2386,74012
1938313,U48420,3,B13,2024-07-19 21:53:11,40579,23512,7536,2386,74013
1938315,U48420,1,B13,2024-07-19 21:53:11,40580,23512,7536,2386,74014
1938944,U48420,1,B72,2024-07-19 21:56:03,22564,11007,3318,1407,38296
1953216,U48420,1,B3,2024-07-19 23:05:49,36108,20234,5640,1965,63947
1953219,U48420,2,B3,2024-07-19 23:05:49,36108,20235,5640,1965,63948
1953813,U48420,1,B7,2024-07-19 23:08:52,34732,20730,6529,1985,63976
1958886,U48420,2,B72,2024-07-19 23:31:31,22807,11132,3352,1419,38710
1958887,U48420,1,B72,2024-07-19 23:31:31,22808,11132,3352,1419,38711
1958888,U48420,3,B72,2024-07-19 23:31:31,22808,11132,3353,1419,38712
1961656,U48420,1,B17,2024-07-19 23:43:42,20182,14659,4766,856,40463
1961657,U48420,3,B17,2024-07-19 23:43:42,20182,14659,4767,856,40464
1962816,U48420,1,B25,2024-07-19 23:49:26,18758,13744,3039,1054,36595
1962822,U48420,2,B25,2024-07-19 23:49:26,18758,13745,3039,1054,36596
1998128,U22405,1,B59,2024-07-20 02:15:38,31051,21940,8045,1009,62045
1998129,U22405,2,B59,2024-07-20 02:15:38,31051,21941,8045,1009,62046
1998391,U22405,3,B44,2024-07-20 02:16:40,26856,16624,6628,1406,51514
1998393,U22405,1,B44,2024-07-20 02:16:40,26857,16624,6628,1406,51515
1998510,U22405,1,B47,2024-07-20 02:17:12,25710,18751,6338,654,51453
1998518,U22405,2,B47,2024-07-20 02:17:12,25710,18752,6338,654,51454
1998669,U22405,1,B42,2024-07-20 02:17:44,19537,12818,5283,538,38176
1998907,U22405,1,B52,2024-07-20 02:18:36,19026,13480,4811,585,37902
1998909,U22405,2,B52,2024-07-20 02:18:36,19026,13481,4811,585,37903
1999192,U22405,2,B43,2024-07-20 02:19:38,13725,9727,3420,554,27426
1999193,U22405,1,B43,2024-07-20 02:19:38,13726,9727,3420,554,27427
1999457,U22405,2,B46,2024-07-20 02:20:47,8438,5945,2277,231,16891
1999459,U22405,1,B46,2024-07-20 02:20:47,8439,5945,2277,231,16892
2038921,U9,3,B7,2024-07-20 06:01:21,36225,21683,6758,2063,66729
2038922,U9,2,B7,2024-07-20 06:01:21,36225,21684,6758,2063,66730
2038923,U9,1,B7,2024-07-20 06:01:21,36226,21684,6758,2063,66731
2039187,U9,1,B13,2024-07-20 06:03:19,42702,24767,7926,2497,77892
2039306,U9,1,B12,2024-07-20 06:04:17,31548,15523,5679,1930,54680
2039401,U9,1,B72,2024-07-20 06:04:52,23596,11532,3486,1475,40089
2047898,U48420,1,B13,2024-07-20 08:08:54,42896,24856,7952,2505,78209
2047899,U48420,2,B13,2024-07-20 08:08:54,42896,24857,7952,2505,78210
2048163,U48420,3,B12,2024-07-20 08:14:19,31692,15571,5699,1941,54903
2048164,U48420,1,B12,2024-07-20 08:14:19,31693,15571,5699,1941,54904
2048469,U48420,1,B21,2024-07-20 08:20:40,97202,56941,19854,4129,178126
2048507,U48420,1,B5,2024-07-20 08:21:52,97030,64573,17736,4152,183491
2048559,U48420,1,B4,2024-07-20 08:23:15,37796,19555,7554,2099,67004
2059488,U16,1,B3,2024-07-20 14:21:55,38003,21183,5901,2053,67140
2060973,U16,1,B6,2024-07-20 14:31:33,17213,9053,2575,1024,29865
2060974,U16,2,B6,2024-07-20 14:31:33,17213,9054,2575,1024,29866
2060975,U16,4,B6,2024-07-20 14:31:33,17213,9054,2575,1025,29867
2061497,U16,1,B7,2024-07-20 14:34:41,36617,21811,6804,2077,67309
2062817,U48420,1,B5,2024-07-20 14:42:03,97739,64919,17781,4170,184609
2062819,U48420,2,B5,2024-07-20 14:42:03,97739,64920,17781,4170,184610
2063112,U48420,1,B2,2024-07-20 14:43:35,38193,20006,7441,1903,67543
2063113,U48420,2,B2,2024-07-20 14:43:35,38193,20007,7441,1903,67544
2063482,U48420,2,B3,2024-07-20 14:45:11,38104,21208,5902,2054,67268
2063486,U48420,1,B3,2024-07-20 14:45:11,38105,21208,5902,2054,67269
2063802,U48420,2,B6,2024-07-20 14:46:44,17249,9068,2576,1025,29918
2063808,U48420,1,B6,2024-07-20 14:46:44,17250,9068,2576,1025,29919
2065110,U16,3,B23,2024-07-20 14:52:12,32926,18579,5394,1928,58827
2065113,U16,1,B23,2024-07-20 14:52:12,32927,18579,5394,1928,58828
2065465,U16,1,B4,2024-07-20 14:53:38,38103,19669,7586,2111,67469
2086343,U9,1,B2,2024-07-20 15:58:11,38551,20227,7494,1910,68182
2086344,U9,2,B2,2024-07-20 15:58:11,38551,20228,7494,1910,68183
